	ERR9081485	ERR9081486	ERR9081487	ERR9081488	ERR9081489	ERR9081490
AT1G02940.3	0	0	0	0	0	0.20393
AT1G02940.4	0.298007	0	0	0	0	0
AT1G02950.1	7.171086	4.399864	5.938631	3.939988	6.456598	9.145915
AT1G02950.2	0.925422	1.133704	0.70422	0.346777	0.510628	0.786938
AT1G02950.3	0	0	0	0	0	0
AT1G02950.4	0	0	0	0	0	0
AT1G02950.5	3.752806	3.027992	2.946116	3.581036	0.291515	0
AT1G02960.1	2.187925	5.527904	3.510075	3.446168	3.692201	2.834346
AT1G02960.2	9.147548	8.067677	8.818073	7.497617	9.243954	8.820423
AT1G02960.3	1.334238	0.701036	0.972943	0.887947	1.645983	0.684312
AT1G02960.4	3.386987	2.742832	2.515204	2.212154	3.983022	3.881554
AT1G02960.5	3.500909	3.059119	3.437882	3.724305	3.546898	2.914232
AT1G02960.6	1.062548	0.532623	1.474125	0.650501	1.151329	0.099583
AT1G02965.1	0	0	0	0	0	0
AT1G02970.1	1.419637	1.475477	1.269268	1.189674	0.749593	1.33607
AT1G02980.1	0	0.084095	0.183622	0.501972	0	0.303433
AT1G02980.2	0.035711	0	0	0	0.087395	0
AT1G02990.1	0.029894	0.084796	0.113673	0.276965	0.079571	0.072045
AT1G02990.2	0	0	0	0	0	0
AT1G02990.3	0	0	0	2.31517	1.796502	0
AT1G02990.4	5.336201	6.211943	6.248506	4.486042	5.990696	3.989146
AT1G02990.5	0.200707	0.420169	0.126751	0.146836	0.098338	0.449263
AT1G02990.6	1.841026	0.974806	1.042384	0	0	3.127281
AT1G03000.1	13.810317	13.607895	13.738823	12.848273	13.802784	12.965464
AT1G03010.1	0.775894	0.962083	0.652634	1.077121	0.946623	0.660613
AT1G03010.2	0.105987	0.327952	0.414168	0	0.372361	0.907053
AT1G03010.3	0	0.065055	0	0	0	0
AT1G03020.1	0.586266	0.595341	0.830431	0.421957	0.130612	0.482899
AT1G03030.1	14.751632	16.224772	15.285503	15.506189	17.879427	14.721502
AT1G03030.2	2.260151	2.038863	2.03729	1.796014	2.216609	2.293228
AT1G03040.1	27.363836	29.112726	31.575965	30.173114	29.016826	31.007901
AT1G03040.2	4.799074	2.698832	4.624154	2.625094	2.531938	1.615094
AT1G03040.3	2.519919	1.20632	2.185352	1.446445	1.226633	1.599542
AT1G03050.1	0	0	0.010241	0.011912	0.008657	0.009665
AT1G03055.1	0.772986	0.650574	0.467291	0.441309	0.220936	0.357951
AT1G03055.2	0	0	0	0	0	0.044573
AT1G03060.1	6.823105	7.454723	6.969976	5.086993	6.16534	6.98929
AT1G03060.2	5.133413	4.252298	2.507668	6.717307	5.571373	6.940855
AT1G03060.3	2.114497	1.618951	2.096981	1.119588	1.832341	0.675382
AT1G03060.4	0	0	0.089591	0	0	0
AT1G03070.1	0.823043	0.913239	0.643802	1.081664	0.406142	0.484224
AT1G03070.2	0.106026	0.040276	0	0	0.417551	0.379712
AT1G03070.3	0.071181	0.122755	0.055956	0.497795	0.031145	0.123428
AT1G03080.1	17.451287	18.480714	17.171413	19.676479	21.281461	20.160528
AT1G03080.2	7.476136	8.813176	5.911658	8.176909	8.688479	10.05635
AT1G03080.3	9.626809	7.74595	8.010315	6.723523	9.347058	7.62053
AT1G03090.1	19.604946	27.576232	15.829316	10.3791	18.315703	17.102657
AT1G03090.2	354.06878	372.912044	343.459226	391.979861	434.512581	379.625756
AT1G03100.1	1.298627	1.107863	1.564257	1.31934	1.151328	1.005112
AT1G03103.1	0	0	0	0	0	0
AT1G03106.1	0.07809	0.332171	1.456726	1.837189	0.468718	2.229335
AT1G03110.1	6.782356	7.227926	8.909635	6.576293	6.840531	6.773203
AT1G03120.1	1.680662	0.45911	0.698778	1.420469	0.537379	0.812753
AT1G03120.2	0	0.243241	0	0	0	0
AT1G03130.1	599.279358	567.77037	520.538563	495.050063	446.107083	566.168031
AT1G03140.1	96.583424	98.211471	94.372226	93.417997	91.868994	90.192175
AT1G03150.1	34.383542	35.397387	33.164067	36.830297	38.039733	35.381995
AT1G03160.1	19.809045	19.495596	19.34393	20.45742	18.661441	19.754512
AT1G03160.2	0.118061	0.029367	0.036558	0	0.031268	0.131854
AT1G03160.3	0.696316	1.202012	0.823928	0.953741	1.120932	0.834567
AT1G03160.4	0.240295	0.25685	0.59719	0	0	0.143985
AT1G03165.1	1.512346	0	1.183157	3.780218	2.096847	2.245351
AT1G03170.1	0.372349	0.26915	0.411499	0.421695	0.571583	0.517933
AT1G03180.1	0.44037	0.900431	0.234243	1.408495	1.44158	1.372084
AT1G03180.2	0.293813	0	0.348307	0	0.339946	0
AT1G03180.3	0.336932	0.327573	0.430293	0.793943	0.175563	0.35029
AT1G03180.4	0	0.260554	0.271311	0.337588	0.894864	0.056141
AT1G03180.5	1.279613	1.607902	1.27583	0	0	0
AT1G03180.6	0	0.071433	0.164344	0	0	0.517265
AT1G03190.1	6.065096	5.81677	6.306901	6.345399	6.362479	6.157452
AT1G03190.2	0	0.033269	0.047275	0	0	0
AT1G03200.1	25.473724	23.103711	32.108671	30.318257	33.312579	30.981466
AT1G03210.1	35.625539	36.517929	30.841069	35.60949	43.447574	35.740489
AT1G03210.2	6.88796	7.424087	5.611819	6.083905	9.00835	6.291174
AT1G03220.1	298.526153	321.150831	252.462976	291.794313	307.279599	362.948779
AT1G03230.1	35.037266	33.016778	42.120268	38.9608	32.297113	41.003971
AT1G03240.1	0.187014	0.304574	0.447146	0.173224	0.250264	0.069474
AT1G03250.1	23.204297	22.88618	24.270104	23.162503	23.821386	21.901201
AT1G03250.2	0.770683	0.582434	0.857681	0.508441	0.616135	0.154096
AT1G03250.3	0.427009	1.075966	1.350886	0.156748	0.546183	0.497925
AT1G03250.4	0.436555	0.653976	0.405779	0.340288	0.384911	0.148448
AT1G03260.1	12.643283	12.850902	12.805473	11.909394	12.675612	12.917429
AT1G03270.1	1.750972	1.786065	1.799922	1.827888	1.542831	1.696005
AT1G03280.1	30.444881	33.896635	32.067112	30.296084	31.880671	30.588115
AT1G03280.2	0.916845	0.978323	0.950457	0.729489	0.868513	1.187699
AT1G03280.3	1.821997	1.10936	1.163187	0.369332	1.295035	0.407482
AT1G03290.1	1.593537	1.333853	1.512611	1.795497	1.79255	1.642485
AT1G03290.2	0.076202	0.049048	0.03005	0.024838	0.051785	0
AT1G03290.3	13.696757	14.887715	12.356824	14.961001	16.74551	15.625152
AT1G03290.4	0.133034	0.17756	0.072906	0.157371	0.112828	0.135042
AT1G03290.5	5.067043	6.811939	7.337252	5.357348	5.223728	4.718767
AT1G03290.6	5.455876	5.059895	3.361602	4.399994	8.516329	6.468466
AT1G03300.1	3.486584	4.135451	4.00973	3.768659	4.019547	4.309741
AT1G03310.1	2.865991	3.593514	3.053037	3.956737	2.935974	3.615955
AT1G03310.2	4.808599	3.269417	5.262713	4.450423	3.751188	3.767958
AT1G03320.1	0.182642	0.159024	0.387915	0.225284	0.406756	0.496295
AT1G03325.1	0	0	0	0	0	0
AT1G03330.1	46.324321	51.039022	50.855612	45.003152	50.081645	45.082682
AT1G03340.1	1.772775	1.285184	1.613709	1.611293	1.279161	1.242292
AT1G03350.1	39.359605	36.322676	38.753181	37.386425	38.88841	38.94881
AT1G03360.1	9.239394	9.114002	11.514225	8.413546	9.448601	7.807135
AT1G03365.1	10.941706	11.079142	11.661131	11.514431	11.626916	12.17087
AT1G03365.2	0.749971	0.653211	0.401098	0.206582	0.333693	0.308952
AT1G03370.1	15.694194	14.93584	13.69013	14.876689	17.19309	16.515116
AT1G03370.2	1.500875	1.876661	1.718315	2.17562	2.49669	1.888977
AT1G03380.1	34.429185	33.523367	31.205452	33.075315	36.829933	36.936554
AT1G03390.1	0.022896	0.015021	0	0	0	0
AT1G03395.1	0	0	0	0	0	0
AT1G03400.1	23.280527	25.241268	21.208531	22.646445	24.989219	21.478088
AT1G03400.2	2.530964	1.985808	1.485778	2.031769	2.127249	2.178729
AT1G03410.1	4.719968	5.040733	5.649508	5.686187	5.713202	5.92988
AT1G03410.2	0	0	0	0	0	0
AT1G03430.1	13.437138	12.5731	13.748723	12.6831	14.667026	14.236539
AT1G03430.2	0.819177	1.5941	1.420373	1.31435	1.465803	1.069619
AT1G03440.1	4.413309	4.469141	4.262517	4.338468	5.557613	5.469953
AT1G03445.1	0	0.108119	0	0.122668	0.075476	0.061307
AT1G03445.2	0.056102	0	0.03542	0	0	0
AT1G03457.1	9.394878	10.869256	10.364375	13.590881	12.577547	10.688817
AT1G03457.2	3.797631	3.972539	4.520776	4.969055	5.125958	5.621212
AT1G03457.3	0.415777	1.205612	2.010647	0.640711	1.906723	2.489166
AT1G03470.1	1.282991	1.658212	1.936849	2.069059	2.180291	1.296366
AT1G03470.2	7.032008	8.351224	10.274454	11.072185	14.297664	9.472203
AT1G03470.3	12.807741	13.752028	15.469283	13.214418	14.531094	11.982935
AT1G03470.4	0.655581	0	0	0.11235	0.079577	0
AT1G03475.1	129.370477	123.101544	126.34185	121.248278	110.857035	112.319775
AT1G03490.1	0	0	0	0	0	0
AT1G03495.1	0.073752	0.354722	0.13619	0.203611	0.065606	0.310713
AT1G03510.1	1.360761	1.799837	2.270017	1.544825	2.099623	1.502643
AT1G03520.1	10.711885	10.489371	9.606657	8.859409	9.823441	9.270026
AT1G03520.2	0.68916	1.720896	2.251886	1.308443	1.569287	2.932399
AT1G03530.1	8.81628	8.343644	9.892126	7.645891	7.892928	8.440168
AT1G03540.1	1.345977	1.6476	1.401411	1.587903	1.806715	1.423919
AT1G03550.1	17.117513	16.24073	21.55363	23.671555	21.333289	20.687292
AT1G03550.2	0.591021	0	0.414527	0	0	0.097512
AT1G03550.3	1.537915	0	0	0	0	0
AT1G03550.4	0	0	0	0.308265	0	1.17463
AT1G03550.5	0	0	0.265352	0	0	0
AT1G03550.6	0	0	0	0	0	0
AT1G03550.7	0	0	0	0	0	0
AT1G03560.1	9.360219	10.364829	8.528263	9.302713	10.820433	9.500892
AT1G03590.1	34.96072	36.121119	36.073048	41.353163	44.628722	39.542891
AT1G03600.1	279.169349	315.194184	287.104823	310.989669	282.371761	301.571511
AT1G03610.1	51.118266	54.131981	53.565926	49.970538	59.483572	55.491633
AT1G03610.2	3.010986	2.608717	2.313891	2.196867	3.760091	2.11377
AT1G03620.1	0	0.485618	0.398355	0	0	0.243625
AT1G03620.10	0	0	0	0	0	0
AT1G03620.11	1.679237	0.868464	0.526787	1.115719	0.992302	0.413749
AT1G03620.12	0	0.128276	0	0.049742	0	0.103131
AT1G03620.13	0	0	1.035458	0	0.095998	0
AT1G03620.2	0	0	0.193299	0	0	0
AT1G03620.3	0.327239	0	0.132469	0	0.123164	0
AT1G03620.4	0.479711	0.039003	0.197252	0.421369	0.113833	0.452071
AT1G03620.5	0.077431	0	0	0.868803	0.830759	0.392306
AT1G03620.6	0.322351	0.299567	0.47891	0.327038	0.486467	0.338447
AT1G03620.7	0.353952	0.215281	0	0	0	0
AT1G03620.8	0.070953	0.243287	0.272026	0.059241	0.126445	0
AT1G03620.9	0.064179	0.641979	0.598101	0	0.128661	0.151703
AT1G03630.1	19.450416	19.802886	19.128901	16.773258	11.409852	14.897124
AT1G03630.2	12.714248	10.621263	8.633083	7.807624	8.474703	10.015954
AT1G03650.1	9.022905	8.089099	8.693214	6.632012	8.35874	7.15297
AT1G03660.1	0.221478	0.484642	0.801694	0.114683	0.455988	0.758027
AT1G03660.2	2.571367	2.494259	1.216838	1.722982	2.401539	2.230168
AT1G03670.1	0.128489	0.021096	0.038064	0.103306	0.096465	0.01196
AT1G03680.1	241.294618	244.976214	241.080817	240.221817	214.060766	238.869796
AT1G03687.1	11.708241	10.763058	12.166578	11.517963	12.395455	9.994632
AT1G03687.2	0.49284	0.540758	0.186746	0.303698	0.182276	0.297553
AT1G03700.1	5.469558	5.680805	3.617496	2.655381	2.88271	2.895263
AT1G03710.1	0	0.139672	0.169217	0.131133	0.023713	0.105516
AT1G03710.2	0.55382	0	0	0	0	0
AT1G03720.1	0	0	0	0	0	0
AT1G03720.2	0	0	0	0	0	0
AT1G03730.1	9.391487	8.574977	7.839094	8.125907	7.887288	7.989011
AT1G03740.1	39.950909	41.73945	34.178054	37.097803	41.765652	41.078195
AT1G03740.2	1.408491	2.028172	1.525433	1.614842	1.819399	1.009078
AT1G03750.1	6.063849	6.204468	5.127695	5.797057	5.412304	5.684565
AT1G03760.1	16.017496	15.631589	18.071653	14.439947	18.675104	15.876946
AT1G03770.1	4.900624	3.982071	5.432795	7.270818	4.918526	5.22995
AT1G03770.2	0	0	0.035448	0.192166	0.031943	0
AT1G03770.3	1.941184	2.974497	3.07872	2.036753	2.347106	3.680355
AT1G03770.4	0.029319	0	0.028218	0	0.050457	0.0208
AT1G03770.5	0.135328	0.100151	0.420058	0.207757	0.177094	0.097471
AT1G03770.6	0	0	0	0	0	0
AT1G03780.1	0.037765	0.011756	0.115849	0.014575	0.04736	0.089803
AT1G03780.2	4.17191	3.636949	4.179226	3.479701	3.046128	3.761136
AT1G03780.3	0	0	0	0	0	0
AT1G03790.1	1.057319	1.073162	2.062852	2.134403	1.261524	3.125534
AT1G03800.1	0.887476	1.030956	0.822882	1.120201	1.336399	1.112077
AT1G03810.1	0	0	0	0	0	0
AT1G03820.1	6.032075	5.368747	7.133131	4.53357	4.644236	4.324511
AT1G03830.1	1.098385	0	0.414979	1.499831	0	0
AT1G03830.2	3.978526	5.194303	5.311804	3.539014	4.651422	5.052711
AT1G03840.1	2.195266	1.714151	2.328145	1.706598	1.803119	1.989372
AT1G03840.2	0	0	0	0	0	0
AT1G03850.1	1.34145	1.236145	0.834202	0.721394	0.750361	0.419965
AT1G03850.2	130.705543	125.83461	121.06827	126.481732	137.729342	163.244694
AT1G03850.3	3.814148	2.095276	4.007912	4.020637	3.618336	4.130372
AT1G03860.1	62.53541	58.623074	65.775729	59.952898	59.885962	63.27327
AT1G03860.2	2.642332	1.308122	1.275505	1.267107	2.528971	0.900571
AT1G03860.3	0.331243	1.1112	0.41976	0.805301	0.80226	0.086595
AT1G03870.1	333.200932	300.745149	353.342017	360.180366	315.740583	384.729296
AT1G03880.1	0	0.01226	0.206654	0.051503	0	0.013899
AT1G03890.1	0	0	0.032253	0	0	0
AT1G03900.1	152.570922	160.140717	162.039619	165.406539	166.782352	150.044085
AT1G03905.1	3.302357	4.351498	3.62114	3.723907	3.3526	3.702451
AT1G03905.2	0	0.53373	0.599132	0.634604	0.983712	0.510275
AT1G03905.3	1.854234	1.147636	1.703367	1.374949	1.687518	1.380913
AT1G03905.4	0.328164	0.314318	0	0.201172	0.305773	0.458811
AT1G03910.1	44.118212	43.011278	40.490842	41.391366	41.801752	39.935252
AT1G03910.2	0	0	0	0	0	0
AT1G03920.1	1.210975	0.477481	0.204821	0.56817	0.897576	0.685121
AT1G03920.2	0.816236	0.718605	0.694326	0.052656	0.963672	1.211252
AT1G03920.3	1.159663	2.386537	1.813037	1.455745	1.379801	1.771404
AT1G03930.1	18.513147	18.122575	18.169938	16.857567	17.86293	17.928436
AT1G03940.1	0.061595	0.060685	0	0.056591	0.03083	0.011468
AT1G03950.1	26.504641	26.495365	24.689121	22.75786	26.070339	25.611492
AT1G03960.1	3.260691	2.570892	2.235648	2.478905	2.505915	2.876797
AT1G03960.2	2.678112	1.801184	2.947895	3.09319	2.214219	2.535423
AT1G03960.3	0.079094	0	0.041675	0	0	0.205157
AT1G03960.4	0.781798	0.464339	0.435753	0.32384	0.073611	0.031409
AT1G03960.5	0.394911	0.332416	0.298059	0.395274	0.614799	0.411069
AT1G03960.6	0	0	0	0	0	0
AT1G03960.7	0.941765	2.71924	1.789204	0	3.906908	0.873052
AT1G03970.1	32.059017	32.794056	30.029371	31.061286	35.122731	31.876909
AT1G03980.1	0	0	0.041186	0.301249	0	0
AT1G03980.2	0	0.08925	0	0	0.128205	0.030104
AT1G03980.3	0.115281	0.183591	0.184377	0.041088	0.185684	0.13989
AT1G03980.4	0	0	0	0	0	0
AT1G03982.1	0	0	0	0	0	0
AT1G03990.1	0.119664	0.094368	0.37781	0.120862	0.103828	0.124849
AT1G04000.1	8.479356	7.583096	8.725741	8.537853	8.416787	9.320422
AT1G04010.1	4.433454	4.063308	4.365888	4.449557	4.969441	4.655074
AT1G04020.1	2.575281	2.584255	3.066648	2.167811	1.774851	2.349238
AT1G04020.2	0.07526	0	0	0	0	0
AT1G04030.1	4.796721	6.169362	4.850185	3.800206	5.017233	4.524176
AT1G04030.2	0.913853	0	0	0	0	0
AT1G04040.1	150.280606	165.898908	157.607133	162.33402	140.232029	172.799736
AT1G04050.1	0.235566	0.476089	0.465516	0.71594	0.258251	0.356295
AT1G04050.2	1.347829	1.112414	1.356306	0.796558	0.683602	1.307212
AT1G04050.3	0	0	0	0	1.00708	0
AT1G04070.1	10.998551	10.322802	13.540022	13.182418	9.771284	8.892824
AT1G04080.1	38.931545	37.793875	41.925489	37.900618	37.672061	37.474811
AT1G04080.2	6.003535	7.797521	7.604764	7.870943	7.731654	6.333515
AT1G04080.3	8.38669	6.623914	6.940858	8.81861	9.21916	7.902076
AT1G04080.4	0	0	0.053684	0.066763	0	0
AT1G04080.5	1.092183	0.421215	0.413566	0.158897	0.831017	0.461833
AT1G04090.1	0.592164	0.416188	0.369715	0.189731	0.377115	0.502707
AT1G04100.1	6.977845	5.999524	4.663743	5.76343	6.695141	6.250881
AT1G04105.1	0	0.108472	0	0	0	0
AT1G04110.1	1.825885	1.622307	2.081432	1.790132	1.94839	2.041342
AT1G04120.1	22.446865	20.901142	21.676132	23.841792	23.625537	22.234575
AT1G04120.2	0.184841	0	0	0	0	0
AT1G04120.3	0	0.284827	0	0	0	2.197869
AT1G04130.1	3.330159	4.416385	4.547799	3.995987	4.037302	4.135315
AT1G04130.2	1.62459	0	0	0	1.021175	0
AT1G04140.1	53.939203	50.516232	54.055043	54.339005	51.849876	53.819308
AT1G04140.2	5.727637	7.129593	7.23924	7.369959	8.276018	9.120789
AT1G04150.1	0.040161	0.047537	0.031674	0.04422	0.048254	0.053913
AT1G04160.1	3.225342	2.866954	2.606165	2.730758	2.612296	3.318142
AT1G04160.2	0.338212	0.305841	0.223501	0.077595	0.273771	0.113345
AT1G04170.1	62.946306	61.864995	69.875143	67.208792	64.175962	61.57973
AT1G04170.2	0.137982	0.333755	0.170744	0.121945	0	0.098502
AT1G04180.1	2.841977	2.556333	1.662814	1.696421	2.204296	2.087874
AT1G04190.1	23.423978	21.921807	23.666686	22.815682	23.895842	23.114178
AT1G04200.1	11.145451	11.448945	12.473336	12.025781	12.220277	10.739163
AT1G04200.2	0.581325	0.697546	0.889632	0.565954	0.890958	0.836344
AT1G04200.3	1.034257	0	0	0	0	1.335338
AT1G04210.1	18.487951	18.52176	18.306785	18.2978	18.680397	19.127527
AT1G04220.1	11.963081	12.307516	10.45004	8.33551	10.911086	13.540522
AT1G04230.1	6.646753	5.827588	5.815768	5.82737	6.165647	4.968215
AT1G04230.2	4.055987	6.191838	4.988613	4.701047	5.35124	5.191482
AT1G04240.1	26.6144	29.922346	27.910095	22.604081	28.845001	29.473491
AT1G04240.2	0	0.257594	0.189341	0.220426	0	0.067513
AT1G04250.1	58.338055	50.332916	55.779796	51.097956	42.972953	49.291912
AT1G04260.1	17.448225	18.526057	19.330314	19.047697	18.292805	19.989342
AT1G04270.1	344.556293	330.726839	413.151783	333.755385	315.494054	336.517823
AT1G04270.2	0.119448	0.262033	0	0.244504	0.166194	0.066678
AT1G04280.1	48.939264	52.155197	46.977761	46.597766	54.833166	52.647549
AT1G04280.2	5.217591	4.091136	3.732875	2.162633	4.875954	3.406859
AT1G04290.1	13.298528	15.828787	15.464535	14.312804	15.132313	12.786035
AT1G04290.2	12.133191	0	0	0	6.766492	10.555745
AT1G04300.1	47.938198	47.557891	44.881676	47.670816	47.766762	48.822949
AT1G04300.2	2.820562	3.888923	1.715486	2.398711	2.66711	3.334773
AT1G04300.3	0	0	0	0	0	0
AT1G04300.4	0	0	0	0	0	0
AT1G04300.5	0.898191	0.245273	0.83426	0.957097	0.451333	0.743857
AT1G04300.6	12.682606	12.115976	13.953535	15.216613	14.927277	15.381317
AT1G04310.1	8.095333	5.80362	7.456994	6.290194	6.728871	7.26403
AT1G04310.2	2.568888	5.111149	4.760605	5.893121	5.059834	4.358114
AT1G04330.1	2.599688	1.737899	2.908846	1.31713	1.158019	1.330343
AT1G04340.1	21.76367	21.283104	22.275968	22.732511	21.49585	22.39196
AT1G04350.1	8.100906	8.706062	7.734399	7.985499	8.562008	8.294995
AT1G04360.1	7.882287	7.243787	5.50767	4.998179	8.533165	7.841536
AT1G04370.1	0.056232	0	0.223863	0.052007	0	0
AT1G04380.1	0	0.11969	0.080108	0.037266	0.081124	0.060308
AT1G04380.2	0.031695	0	0	0	0	0
AT1G04390.1	5.164878	5.683206	5.659025	5.486389	6.274224	5.034538
AT1G04400.1	83.077289	77.121531	86.276374	79.84454	89.317792	85.023619
AT1G04400.2	16.817986	23.265948	10.305692	16.191318	12.80798	19.820063
AT1G04410.1	1073.218408	1035.130696	1012.473269	1017.829319	1030.97492	1063.092743
AT1G04420.1	101.545198	99.575431	92.847948	90.855108	93.873335	87.006991
AT1G04430.1	79.351658	86.702735	89.638305	92.269288	92.385285	93.468916
AT1G04430.2	0.540299	1.636783	0.399849	0.671094	0.732097	0.689764
AT1G04430.3	0.559954	0	0.089274	0	0.624442	0.483589
AT1G04440.1	51.096883	51.41631	48.921617	50.944019	55.801064	59.236376
AT1G04445.1	1.082083	1.293324	0.959227	1.056715	1.521182	1.149266
AT1G04445.2	0.077676	0.025805	0.146934	0.107563	0.054728	0.107801
AT1G04450.1	0.032761	0	0	0	0	0
AT1G04455.1	0	0	0	0	0	0
AT1G04470.1	0	0.029754	0.047572	0.027673	0.015101	0.044994
AT1G04480.1	216.645059	241.765846	254.302963	216.875091	204.203723	184.69501
AT1G04490.1	0	0	0.314864	0	0.23523	0
AT1G04490.2	0.148867	0.068646	0	0	0	0
AT1G04490.3	0	0.078889	0	0	0.043034	0
AT1G04490.4	0	0	0	0.06702	0	0
AT1G04490.5	0	0	0	0	0	0.022377
AT1G04490.6	0	0.244174	0	0	0.086256	0
AT1G04490.7	0	0	0	0	0	0
AT1G04490.8	0	0.10053	0.165426	0	0	0.35692
AT1G04490.9	0.155159	0	0	0.361099	0	0
AT1G04500.1	0	0.268959	0	0	0	0.119326
AT1G04500.2	0	0	0	0	0.055476	0
AT1G04500.3	0.330293	0	0.16259	0.082386	0.14442	0
AT1G04500.4	0	0	0.303841	0.179817	0	0
AT1G04510.1	33.845713	33.997899	38.127797	36.638063	34.347896	37.804912
AT1G04510.2	0	0	0	0	0	0
AT1G04520.1	5.746245	4.865907	8.620556	5.589866	4.697989	4.757732
AT1G04530.1	25.960009	27.416853	24.577088	20.936807	25.257165	23.566136
AT1G04540.1	0.06973	0.007638	0.045863	0.021341	0.02327	0.06063
AT1G04550.1	0.669755	0.681361	0.576809	0.930078	0.692118	0.523828
AT1G04550.2	15.213969	14.460974	14.357149	14.323988	14.440683	11.987494
AT1G04555.1	6.921057	7.418936	7.623782	7.307724	7.940169	7.475821
AT1G04560.1	0	0.058214	1.061125	1.890584	0.178139	2.110933
AT1G04570.1	0.147189	0.254957	0.052232	0.086025	0.178608	0.219323
AT1G04570.2	0	0	0.1252	0	0	0
AT1G04580.1	0	0.007635	0	0.021292	0.003874	0.00866
AT1G04590.1	16.049211	15.530321	15.818456	15.252106	15.565165	14.892848
AT1G04590.2	0.078026	0.037333	0.435153	0.601938	0.483877	0.264941
AT1G04600.1	0.095998	0.084216	0.082861	0.108988	0.048828	0.075053
AT1G04610.1	1.21654	1.198286	1.027975	0.854025	0.868208	0.880604
AT1G04620.1	22.362886	23.063845	23.258135	23.639612	23.210329	22.809359
AT1G04625.1	0	0	0	0	0	0
AT1G04630.1	65.398808	70.072423	65.495719	62.929333	57.519863	59.162881
AT1G04635.1	3.629973	4.027115	4.083576	3.624171	2.924918	3.074184
AT1G04640.1	60.445349	58.099783	45.736616	38.424478	48.092343	44.134604
AT1G04640.2	0.449267	0.402017	0.685604	0.407265	0.48339	0.571115
AT1G04645.1	0	0	0	0	0	0
AT1G04650.1	0.948286	0.762294	0.805426	0.413523	0.854816	0.803927
AT1G04650.2	0	0	0	0.449263	0	0
AT1G04660.1	1.304125	1.917751	1.227284	1.096256	0.945132	1.588711
AT1G04670.1	0	0	0	0	0	0
AT1G04680.1	21.847236	22.851044	27.747218	24.906795	21.059821	26.406203
AT1G04690.1	65.907344	66.01546	71.714436	69.681073	67.135842	66.002622
AT1G04700.1	2.030708	1.685659	2.16578	0.760256	2.163847	2.57863
AT1G04700.2	1.237982	1.301498	0	2.079771	0.706377	1.045469
AT1G04700.3	0	0	0	0	0	0
AT1G04710.1	9.163988	9.388058	9.881384	9.958127	9.106026	7.888458
AT1G04730.1	1.644359	1.647761	2.653521	1.997537	1.923973	1.957979
AT1G04730.2	0.087478	0	0	0	0	0
AT1G04730.3	0	0.772824	0	0	0	0.360979
AT1G04730.4	0.526276	0.041717	0	0	0	0.105818
AT1G04750.1	99.735144	95.965129	103.587095	94.968679	92.139611	95.604503
AT1G04750.2	0	0	0	0	0	0.077213
AT1G04750.3	0.648072	0.466328	0.692492	0.232515	0.900588	1.159714
AT1G04750.4	0.228323	0.224315	0.133798	0	0.178268	0
AT1G04760.1	1.836135	1.407232	1.968802	1.981841	1.300471	1.888823
AT1G04760.2	0	0	0	0.186815	0.045929	0
AT1G04770.1	13.132113	10.708654	15.491342	14.573281	12.551905	12.277558
AT1G04778.1	0.811105	0.943024	0.608889	0.416178	0.631315	0.500921
AT1G04780.1	36.903232	35.852886	35.349926	37.211053	39.342373	38.434051
AT1G04790.1	14.322419	13.938541	13.373565	12.923728	13.862654	13.968385
AT1G04800.1	130.909377	139.950621	149.813921	165.090749	179.602661	148.121631
AT1G04810.1	43.454737	41.530756	42.011662	43.836345	40.956405	42.911346
AT1G04820.1	184.636682	167.08256	214.170039	197.835246	163.145828	191.767352
AT1G04830.1	16.668557	18.324251	17.300915	19.586189	18.285169	18.874158
AT1G04830.2	0	0	0	0	0	0
AT1G04830.3	2.99546	1.957595	1.707908	1.736258	3.578259	3.114466
AT1G04840.1	0.840956	0.805308	0.835596	0.981607	0.859291	0.882302
